frame,id,x,y,speed,acceleration,distance_centroid,heading_change
198,102,427.939436111731,474.442867708594,28.4761770780361,41.6755442305611,251.612128748048,17.3341747693765
198,103,498.873937849287,795.907789124499,74.703450479423,-16.7485549251425,341.906722200442,42.1726219612952
198,104,375.828136861756,864.447191675619,55.8178711206197,-2.0586256914024,469.787025057964,64.2038020017418
198,105,294.52594175081,488.921491148126,52.8131577464677,-24.0839951164378,342.578408456157,104.922097323891
198,106,264.070603182668,755.584710371638,27.4423901512251,-10.6608174320958,483.90053674643,19.4566364939687
198,107,1188.38068635933,139.371047959764,57.1858501358372,-23.85482537821,569.146540076353,107.548011606702
198,108,782.111473006576,723.987569846582,65.9515495167699,-48.462378938962,243.01503883529,10.4301178312696
198,109,507.852635910001,752.62219198799,42.4945341116252,20.0774461625786,300.694047720044,14.4279135501337
198,110,758.20530552095,660.739862005536,84.2299255970788,6.9820531229425,175.718557105245,58.6926916483913
198,111,620.766158889119,462.212546899294,28.0317195896035,29.6852297510249,47.9225866682334,66.8169324063738
198,112,1044.3026901025,475.770415428195,67.214702757117,-31.1713788570593,318.695598776791,41.8203143646657
198,113,578.347686386006,839.868929286397,133.167581645985,2.74238668725701,349.766482462671,91.4260181910327
198,114,937.989204399414,349.286733425967,68.1954968771665,17.5095015802538,239.787256149962,58.4172117895037
198,115,817.805732348339,307.787399531629,43.0586074707621,12.591573376513,181.85415776167,51.0153633582939
198,116,207.212604102044,792.577005445897,40.589469688901,44.8799561747977,488.266339443449,88.7231679815247
198,117,296.904478589083,620.350895204518,70.1668494509587,20.0075729604879,398.066481702295,141.951887445372
198,118,406.769446800581,670.442902951874,30.8441967188284,32.6453094653403,298.838739150336,88.6674051765069
198,119,1011.52162332505,340.859393904317,60.6316966105665,-26.2172956151917,309.280705304802,14.8643874233528
198,120,833.646023403054,456.419422317249,131.892844139306,42.2993695309748,103.34116356847,90.8929966167234
198,121,312.856375620408,754.225793930344,72.5115262821299,-22.1104134750352,442.149572109146,40.9875171891555
198,122,542.56337820893,438.329369817032,29.2991026600982,1.5950710188635,150.52010322741,19.3975374655546
198,123,553.860473889333,829.017534848899,144.099393035438,-4.961793425607,347.33854672744,88.1442474495747
198,124,690.409009737363,344.33268245491,75.3581953892825,46.744383733958,137.548571820947,140.402937061166
198,125,184.404157243038,645.4197216364,64.1496081306496,-4.4416425758055,513.068023822748,68.3772548181224
198,126,624.58209968645,387.49207255947,42.2988692736513,29.6760566703956,93.5239018722063,63.8117353217315
198,127,867.919029596488,536.759875312224,119.416333154885,-38.8367392005683,145.4582721147,75.3032181218549
198,128,1104.41868611179,228.222229620455,82.7733853647075,2.73393831146331,440.345705031508,61.0680661563536
198,129,839.975590065358,625.329934575176,130.62010558834,-13.261667934736,175.704453108257,80.2265734196678
198,130,169.33565657284,713.399571001611,59.7998822870133,44.9934259961734,549.646395999942,64.0476382222535
198,131,281.887319803488,762.053719995998,61.3074579683706,-31.5331396072209,472.256852894548,27.1741632498517
198,132,883.586800906549,401.622422969881,108.498103079424,-4.51094372035199,168.496725936137,55.945516465524
198,133,359.693525010566,531.109017172399,22.8695849217422,-0.987788188872901,319.162603405641,34.3921089813333
198,134,543.879051477377,700.937477563192,82.9628943865904,7.75516721614949,237.69510514936,57.8464966630966
198,135,945.928559598834,437.095377265747,90.5233085405695,26.9544994932902,221.733511342536,94.1765560528657
198,136,584.885409436027,309.755325697186,45.6074105038578,0.359226772965904,187.860625917674,26.3424373400609
198,137,916.401917284044,256.369560817268,62.2140446253196,-29.5754604659005,284.399601153401,23.9980300978358
198,138,878.124702158865,466.858073098846,78.4577929000967,16.5359679593172,155.524147743542,90.5066774286818
198,139,1031.4448655695,645.500152309778,108.560360093811,8.533336266902,329.346237769889,50.6334494554239
198,140,555.394021562252,524.443049389341,22.0406178269824,-8.2836544768999,123.963788917599,5.64580535075407
198,141,597.149593292389,523.629830642178,56.8409688081458,16.7042889557757,82.8310219656227,68.7603940196181
198,142,281.669969410347,842.48485757233,83.9168142931782,-13.3427219750936,520.667537171108,58.0415339900665
198,143,299.917779164692,664.010847791591,33.4418676396013,6.9811056281964,404.080179844465,73.572742340454
198,144,435.615629801917,796.582192677974,57.1295832460616,-19.7681967830843,379.375415997191,18.4172045892996
198,145,713.15507562346,417.697881718082,42.927023508848,-19.8722098468608,52.9095227723125,21.7982208445094
198,146,1121.06689242687,386.071808996226,41.0627066015728,-20.1415469198311,404.504789897226,19.393324462057
198,147,1068.60919835523,345.492003034379,63.3208331758952,8.57250268788169,374.332880945759,60.5830535020642
198,148,1165.82427934777,265.979306840706,45.9587766220023,-26.3567414736797,494.944730852954,38.3672422749401
198,149,1125.48633547399,213.695021383092,61.206623381976,-5.5640917204995,476.258972972498,84.6997809454726
198,150,804.839515459922,491.091799148823,76.2867607657509,-20.4176508585693,73.3304754774953,53.9585207583298
199,0,1061.05606243452,415.962822133417,49.8985469771029,-13.4700794988924,328.866194937989,15.9878659105264
199,1,1055.33081591032,620.489170288109,92.7007014432378,13.9750437204509,356.602183729181,115.545184977463
199,2,976.297170770121,285.766233134348,42.7383013194334,-28.0521859324046,313.122645513748,14.7055908824939
199,3,538.850988068869,731.170059256479,48.0245563552557,-18.5207880153231,267.843812023168,5.03531697150933
199,4,952.684197560204,556.0364862714,46.2845696709661,-9.65153561141091,239.543238631387,17.2783082054151
199,5,1061.82713002874,205.900552911408,97.1428361465386,-14.9856992929094,420.363226235427,48.0766601076886
199,6,731.561713972297,464.103057005085,68.880177141534,4.9495996707121,8.22353704588719,53.8049048050055
199,7,697.504758873844,338.254028739929,48.3606542985376,2.4760889598032,131.793208563561,40.5914647642472
199,8,689.754127472402,448.261030050972,48.044736210764,1.0108754769895,39.3210148413675,35.6667635730801
199,9,334.579967945777,658.460190291727,48.2322805566779,9.57056684015659,350.799935330493,96.6501931722841
199,10,531.268603833499,409.1159027523,31.3940018019676,-29.7305171738931,175.539595242194,11.2901574531872
199,11,877.734028484148,545.698905328859,116.39552735547,41.9151872192308,163.548534496347,80.8698379635786
199,12,1003.08788676904,477.284510955724,63.4517894761313,-11.6051789777751,274.02050582768,42.6649417897023
199,13,1217.47751709289,262.159536974415,79.7887558070814,-1.6320093137232,539.472464121339,80.0557494965029
199,14,1302.6981235928,237.504732036027,73.9268626725159,8.9165636824889,651.776352158256,44.9864639581681
199,15,1114.13770704854,320.537484793124,91.9467220405706,28.5133702745516,403.316667939849,59.4567448662032
199,16,581.067951762209,343.014479043264,48.4066069523415,-22.4846770873545,162.881515169621,23.0906805150396
199,17,546.91830810804,256.224596814243,34.550614251868,-30.0674848366909,271.472152153776,56.311423866635
199,18,545.198520613014,648.158159342976,80.0099106437083,10.7009201802213,197.582114289798,53.2360455889295
199,19,231.192963955146,850.52064646785,39.9286698589027,29.1902990507846,567.075805645303,66.350573837309
199,20,220.734632291859,736.680093911362,74.5942323168034,22.0610718459867,514.726022020949,84.2778755896555
199,21,1182.77256495734,342.90750145544,73.8399453296363,-51.4477441338092,471.911472120326,6.77489804264533
199,22,930.726996355189,299.165618737737,55.0685249649484,-23.6476844601659,261.747284209157,53.0213056457542
199,23,824.320332020344,509.502713888274,104.313972099031,-41.5632758884796,100.405241545856,42.7438957001924
199,24,294.452040216666,685.195791024912,51.8832616682284,-28.7441069270858,425.857385673058,13.392173109327
199,25,275.246212793934,472.753536620249,43.907429832386,12.1218826837376,405.3621530011,46.7547724439464
199,26,1267.00056901134,333.575218708517,107.048570471905,-9.07257750381029,553.493759447561,70.919600032553
199,27,342.121450763322,537.294088759021,44.6108851335817,-0.413380329060907,339.059716369823,94.7735565042036
199,28,987.078402181993,314.671984962921,63.6884327411642,-31.2376085162513,310.052976576959,38.3667602921365
199,29,988.936847271952,422.283467436934,65.7945135266221,24.6465930263152,251.949735410514,64.57611720819
199,30,604.758567107584,646.155250981173,51.2814776767646,-1.1776891537365,161.294264529764,57.7681632182313
199,31,404.112935980568,596.07139092277,67.3617737694712,17.5860391172484,290.589141096689,70.4927390929105
199,32,451.109373164466,578.368816951618,30.9723282063149,14.7484607082993,240.406240703201,41.4965518763217
199,33,755.504436969875,598.844042860614,92.0673051035908,6.6876186457809,121.925503277461,54.9615390967225
199,34,67.1654695799414,766.413938024555,138.402787809811,29.226765658419,666.474179355469,67.7125945630718
199,35,390.965774246809,667.330952856648,26.2232262203209,-13.7555664288635,331.916188467844,43.8440798730818
199,36,1224.53978658375,292.541215638989,57.80834462439,-20.3204206681492,535.093804719669,9.87175540996574
199,37,955.666673538636,468.542864806169,61.7094380214717,-12.7093348856764,223.09676606377,16.4009825872577
199,38,317.937862511962,568.254475541201,47.8539728015789,26.3184347523384,367.330957500036,52.530321364387
199,39,626.888015005466,696.82615532313,68.7359571250936,-21.5613616666359,200.633248877854,13.0751381263387
199,40,461.569335155353,567.610941888213,16.4422807381319,40.801715060902,227.213408075025,59.6156529740454
199,41,654.313148342466,248.992588576227,82.6501379047979,39.2585715415135,211.97795438483,68.6751641332438
199,42,594.473123971099,493.559579800745,44.6762775535981,7.5068655802818,85.5353751938638,56.5714921546387
199,43,132.652804688709,657.222197446504,36.6196175626161,15.9615547909133,568.087200791399,35.9351764586663
199,44,344.478361670494,651.428220487581,55.3889596313344,24.6349586709702,366.312953314083,109.097955227367
199,45,1149.79162043128,372.793607542305,140.71543203473,-7.88390937177199,427.225415646744,80.6494096147521
199,46,779.749672979061,489.911442483628,66.8284235631315,-27.6020261888805,56.9241495510743,7.62437258773187
199,47,703.506448422064,302.112440231591,55.2099333258433,36.7622118642839,192.123132227164,85.0148454255783
199,48,451.267984172294,371.483381853101,63.6814747121464,36.1619127904354,263.482995622858,68.3737643620746
