id,date,time,longitude,latitude,speed
9999,2008-02-02,13:39:30,116.28176,40.03238,4.005225542399421
9999,2008-02-02,13:44:32,116.26838,40.02876,4.634387410000799
9999,2008-02-02,13:49:34,116.28224,40.02202,3.966253775108633
9999,2008-02-02,13:54:36,116.28218,40.03278,4.868321612719749
9999,2008-02-02,13:59:38,116.26869,40.02455,2.2511678277784597
9999,2008-02-02,14:04:40,116.27517,40.02099,0.0
9999,2008-02-02,14:04:40,116.27517,40.02099,5.796355843875131
9999,2008-02-02,14:09:42,116.28048,40.0058,0.691449338244625
9999,2008-02-02,14:14:44,116.28184,40.00736,2.948552017467278
9999,2008-02-02,14:19:46,116.2727,40.01123,2.680132460506858
9999,2008-02-02,14:24:48,116.28159,40.00868,8.217877885507884
9999,2008-02-02,14:29:50,116.2933,39.98827,10.3818238659664
9999,2008-02-02,14:41:16,116.33769,39.93409,0.9953408152902257
9999,2008-02-02,14:46:18,116.33764,39.93139,2.8149435211248357
9999,2008-02-02,14:51:20,116.3437,39.92533,4.618652712198798
9999,2008-02-02,14:56:22,116.32748,39.92684,4.869080537558473
9999,2008-02-02,15:01:24,116.3106,39.92421,3.4260231297202046
9999,2008-02-02,15:06:26,116.30391,39.91646,8.360318902903892
9999,2008-02-02,15:11:28,116.30416,39.89378,3.450946730814265
9999,2008-02-02,15:16:30,116.30836,39.88499,0.5664211315139418
9999,2008-02-02,15:26:34,116.3045,39.88581,12.67297611809526
9999,2008-02-02,15:31:36,116.30422,39.92019,0.0
9999,2008-02-02,15:31:36,116.30422,39.92019,6.664446723844458
9999,2008-02-02,15:36:38,116.30428,39.93827,11.55687324852489
9999,2008-02-02,15:41:40,116.29987,39.96944,1.7410614319378765
9999,2008-02-02,15:56:46,116.29757,39.9835,0.014168817297370833
9999,2008-02-02,16:01:47,116.29762,39.9835,0.01412190068380338
9999,2008-02-02,16:06:49,116.29757,39.9835,0.015808808415047036
9999,2008-02-02,16:11:51,116.29761,39.98347,0.015012381848332907
9999,2008-02-02,16:16:53,116.29762,39.98351,0.007894665242136563
9999,2008-02-02,16:21:55,116.29761,39.98353,0.011413216745591852
9999,2008-02-02,16:26:57,116.29762,39.9835,0.004643735510193717
9999,2008-02-02,16:31:59,116.29761,39.98349,0.004643735510193717
9999,2008-02-02,16:37:01,116.29762,39.9835,0.003686075852243391
9999,2008-02-02,16:42:03,116.29762,39.98349,3.7776824435672554
9999,2008-02-02,16:47:05,116.29577,39.97334,2.623899273886222
9999,2008-02-02,17:02:11,116.28929,39.99411,10.483924852689123
9999,2008-02-02,17:07:13,116.28201,40.022,3.2023522538970495
9999,2008-02-02,17:17:17,116.30442,40.02472,7.213988068394476
9999,2008-02-02,17:22:19,116.28136,40.03316,3.597000090001644
9999,2008-02-02,17:27:21,116.26879,40.03155,6.141764219507701
9999,2008-02-02,17:32:23,116.27896,40.01682,0.0
9999,2008-02-02,17:32:23,116.27896,40.01682,2.4246656796253516
9999,2008-02-02,17:37:25,116.27277,40.01226,2.84300476967303
9999,2008-02-02,17:42:27,116.26525,40.01739,5.794523635474272
9999,2008-02-02,17:47:29,116.28174,40.00803,11.193329631370412
9999,2008-02-02,17:52:31,116.2945,39.97928,3.1756053645280753
9999,2008-02-02,18:03:18,116.30167,39.96166,4.128286579114004
9999,2008-02-02,18:08:19,116.30321,39.95056,6.408718895424406
9999,2008-02-02,18:13:21,116.30382,39.93318,2.716661432653151
9999,2008-02-02,18:18:23,116.30386,39.92581,1.8430465987612337
9999,2008-02-02,18:23:25,116.30388,39.92081,2.2558855085953535
9999,2008-02-02,18:28:27,116.3039,39.91469,1.393408384003327
9999,2008-02-02,18:33:29,116.30395,39.91091,2.0893669415945055
9999,2008-02-02,18:38:31,116.30258,39.90534,2.8670993596308705
9999,2008-02-02,18:58:39,116.33857,39.891,2.107217850925944
9999,2008-02-02,19:03:41,116.33624,39.89643,4.261932990297382
9999,2008-02-02,19:08:43,116.33824,39.90789,2.2496514581136173
9999,2008-02-02,19:23:49,116.34717,39.92487,0.7586260925217494
9999,2008-02-02,19:28:51,116.34962,39.92571,2.220071781243959
9999,2008-02-02,19:33:52,116.34327,39.9222,3.133228948151732
9999,2008-02-02,19:38:54,116.3322,39.92178,1.6001479049114222
9999,2008-02-02,19:43:56,116.32654,39.92183,4.707301289863615
9999,2008-02-02,19:54:00,116.29326,39.92279,3.506190623770575
9999,2008-02-02,19:59:02,116.28086,39.923,0.4389251759382963
9999,2008-02-02,20:04:04,116.27931,39.92307,6.993903783016891
9999,2008-02-02,20:09:06,116.25457,39.92322,2.0109230481874434
9999,2008-02-02,20:14:08,116.25085,39.91857,2.685387742774517
9999,2008-02-02,20:19:10,116.25863,39.92275,6.855754523581144
9999,2008-02-02,20:24:12,116.26792,39.90557,9.588962834156632
9999,2008-02-02,20:34:33,116.3035,39.85957,4.460858954786985
9999,2008-02-02,20:39:34,116.28794,39.85789,4.086027948020601
9999,2008-02-02,20:44:36,116.27733,39.86541,4.825112332564113
9999,2008-02-02,20:49:38,116.27257,39.87798,10.554477078557355
9999,2008-02-02,20:54:40,116.26813,39.90641,16.142353898755147
9999,2008-02-02,20:59:42,116.26951,39.95019,5.559961256944655
9999,2008-02-02,21:04:44,116.27158,39.96519,7.191617542305766
9999,2008-02-02,21:09:46,116.28565,39.98145,5.716443467240053
9999,2008-02-02,21:24:52,116.26039,40.02376,2.9050605272030836
9999,2008-02-02,21:29:54,116.25852,40.03151,4.582557347678542
9999,2008-02-02,21:34:56,116.25248,40.04305,9.048564912187581
9999,2008-02-02,21:39:58,116.24152,40.06612,6.629198642167831
9999,2008-02-02,21:45:00,116.23217,40.08262,6.53448744878285
9999,2008-02-02,21:50:02,116.21629,40.09553,0.24602712489320616
9999,2008-02-02,21:55:04,116.21616,40.09619,0.027845396594312954
9999,2008-02-02,22:00:06,116.21622,40.09625,0.014098568483246586
9999,2008-02-02,22:05:08,116.21617,40.09625,0.0046563170684290976
9999,2008-02-02,22:10:09,116.21616,40.09624,0.009227363310243807
9999,2008-02-02,22:15:11,116.21619,40.09625,0.0073721517091762875
9999,2008-02-02,22:20:13,116.21619,40.09623,0.018563594710754975
9999,2008-02-02,22:25:15,116.21623,40.09627,0.00464089830083746
9999,2008-02-02,22:30:17,116.21622,40.09626,0.0067372317662932465
9999,2008-02-02,22:35:19,116.2162,40.09625,0.012413199594462854
9999,2008-02-02,22:40:21,116.21618,40.09628,0.041812714401427205
9999,2008-02-02,22:45:23,116.21625,40.09638,0.023678987416558054
9999,2008-02-02,22:50:25,116.21622,40.09632,0.02027894840028073
9999,2008-02-02,22:55:27,116.21619,40.09637,0.036968449916518646
9999,2008-02-02,23:00:29,116.21618,40.09627,0.009227359899936307
9999,2008-02-02,23:05:31,116.21621,40.09628,0.006737229685245703
9999,2008-02-02,23:10:33,116.21619,40.09629,0.013922691874581608
9999,2008-02-02,23:15:35,116.21622,40.09632,0.0
9999,2008-02-02,23:15:35,116.21622,40.09632,0.004640897042056278
9999,2008-02-02,23:20:37,116.21623,40.09631,0.011220765736417252
9999,2008-02-02,23:25:39,116.2162,40.09629,0.022624593887108635
9999,2008-02-02,23:30:41,116.21627,40.09632,0.018644829172119716
9999,2008-02-02,23:35:43,116.21626,40.09627,0.0281599532111084
9999,2008-02-02,23:40:45,116.21622,40.09634,0.020400090876541686
9999,2008-02-02,23:45:47,116.21627,40.0963,0.04195163806599772
9999,2008-02-02,23:50:48,116.2162,40.0962,0.018563597738049383
9999,2008-02-02,23:55:50,116.21624,40.09624,0.02229547864214658
9999,2008-02-03,00:00:52,116.21623,40.0963,0.023204490244136573
9999,2008-02-03,00:05:54,116.21618,40.09625,0.015785995162097353
9999,2008-02-03,00:10:56,116.2162,40.09621,0.022295478798451528
9999,2008-02-03,00:15:58,116.21619,40.09627,0.007892997137155052
9999,2008-02-03,00:21:00,116.21618,40.09625,0.02642654050590253
9999,2008-02-03,00:26:02,116.21609,40.09627,0.03619094500498941
9999,2008-02-03,00:31:04,116.21618,40.0962,0.013922698673859972
9999,2008-02-03,00:36:06,116.21615,40.09623,0.02815996050843903
9999,2008-02-03,00:41:08,116.21619,40.09616,0.00928180138254258
9999,2008-02-03,00:46:10,116.21621,40.09618,0.007892998469395333
9999,2008-02-03,00:51:12,116.2162,40.09616,0.01791799286805355
9999,2008-02-03,00:56:14,116.21625,40.09619,0.0118659144696718
9999,2008-02-03,01:01:16,116.21621,40.0962,0.02641162168822771
9999,2008-02-03,01:06:18,116.21619,40.09627,0.041419837287120835
9999,2008-02-03,01:11:20,116.21622,40.09616,0.006737238709116562
9999,2008-02-03,01:16:22,116.21624,40.09615,0.009258029300180319
9999,2008-02-03,01:21:23,116.21621,40.09616,0.0
9999,2008-02-03,01:21:23,116.21621,40.09616,0.015785998418683275
9999,2008-02-03,01:31:27,116.21625,40.09608,0.012413205994861178
9999,2008-02-03,01:36:29,116.21623,40.09611,0.025802530975082744
9999,2008-02-03,01:41:31,116.21623,40.09618,0.011058227561419677
9999,2008-02-03,01:46:33,116.21623,40.09615,0.002819717844543009
9999,2008-02-03,01:51:35,116.21622,40.09615,0.011058227561419677
9999,2008-02-03,01:56:37,116.21622,40.09612,0.024826407844112105
9999,2008-02-03,02:01:39,116.21618,40.09618,0.005003835079981981
9999,2008-02-03,02:16:45,116.21617,40.09614,0.013922703207329098
9999,2008-02-03,02:21:47,116.2162,40.09617,0.009281802392676583
9999,2008-02-03,02:31:51,116.21624,40.09613,0.0114120640837181
9999,2008-02-03,02:36:53,116.21625,40.09616,0.005639434853194391
9999,2008-02-03,02:41:55,116.21623,40.09616,0.023731843118260106
9999,2008-02-03,02:46:57,116.21615,40.09614,0.03067792881162707
9999,2008-02-03,02:51:59,116.21618,40.09606,0.06318195289232678
9999,2008-02-03,02:57:01,116.21634,40.09618,0.027845398106711407
9999,2008-02-03,03:02:03,116.2164,40.09624,0.009227363310243807
9999,2008-02-03,03:07:05,116.21637,40.09625,0.01186590501705068
9999,2008-02-03,03:12:07,116.21633,40.09626,0.02922630322066751
9999,2008-02-03,03:17:08,116.21625,40.09621,0.026411621513569836
9999,2008-02-03,03:22:10,116.21623,40.09628,0.0
9999,2008-02-03,03:22:10,116.21623,40.09628,0.024637021938572097
9999,2008-02-03,03:27:12,116.21616,40.09624,0.008459142331590928
9999,2008-02-03,03:32:14,116.21619,40.09624,0.004640898677223251
9999,2008-02-03,03:42:18,116.21621,40.09626,0.00464089830083746
9999,2008-02-03,03:47:20,116.2162,40.09627,0.005573869699839725
9999,2008-02-03,04:07:28,116.21621,40.09621,0.018644829548108595
9999,2008-02-03,04:12:30,116.21622,40.09626,0.02715377650123626
9999,2008-02-03,04:17:32,116.21619,40.09633,0.06004601816283074
9999,2008-02-03,04:22:34,116.21615,40.09617,0.02106983397116634
9999,2008-02-03,04:27:36,116.21622,40.09619,0.013474473936532245
9999,2008-02-03,04:32:38,116.21618,40.09617,0.006737237314465513
9999,2008-02-03,04:37:40,116.2162,40.09618,0.029349770719274245
9999,2008-02-03,04:42:42,116.21611,40.09622,0.012561199009766757
9999,2008-02-03,04:52:46,116.21619,40.09625,0.018563596724803705
9999,2008-02-03,04:57:48,116.21623,40.09621,0.018430379270595966
9999,2008-02-03,05:02:50,116.21623,40.09616,0.015795481713827872
9999,2008-02-03,05:07:52,116.21627,40.09619,0.011449977609721058
9999,2008-02-03,05:12:53,116.21628,40.09616,0.00849928965258032
9999,2008-02-03,05:22:57,116.21625,40.0962,0.0
9999,2008-02-03,05:22:57,116.21625,40.0962,0.027682110451712098
9999,2008-02-03,05:27:59,116.21634,40.09617,0.06115402531926621
9999,2008-02-03,05:33:01,116.21615,40.09625,0.047045321062849185
9999,2008-02-03,05:38:03,116.21628,40.09617,0.00895899561611968
9999,2008-02-03,05:48:07,116.21623,40.0962,0.01856359773369024
9999,2008-02-03,05:53:09,116.21619,40.09624,0.01791798471300829
9999,2008-02-03,05:58:11,116.21614,40.09621,0.0036860758545881438
9999,2008-02-03,06:03:13,116.21614,40.09622,0.008459144817745807
9999,2008-02-03,06:08:15,116.21617,40.09622,0.005932954871317112
9999,2008-02-03,06:18:19,116.21621,40.09623,0.007505752426067012
9999,2008-02-03,06:28:23,116.2162,40.09619,0.029488606832015637
9999,2008-02-03,06:33:25,116.2162,40.09627,0.003368615535663992
9999,2008-02-03,06:43:29,116.21618,40.09626,0.027153776503471342
9999,2008-02-03,06:48:31,116.21621,40.09633,0.029488606834360394
9999,2008-02-03,06:53:33,116.21621,40.09625,0.003698321953772822
9999,2008-02-03,06:58:34,116.21621,40.09626,0.026227980989819762
9999,2008-02-03,07:03:36,116.21616,40.09632,0.026411620801952886
9999,2008-02-03,07:08:38,116.21618,40.09625,0.011312305800692833
9999,2008-02-03,07:18:42,116.21625,40.09622,0.05003626619608766
9999,2008-02-03,07:23:44,116.21613,40.09632,0.04055790457647539
9999,2008-02-03,07:28:46,116.21619,40.09622,0.015795474612812353
9999,2008-02-03,07:33:48,116.21623,40.09625,0.011058227561419677
9999,2008-02-03,07:38:50,116.21623,40.09622,0.022824127250055327
9999,2008-02-03,07:43:52,116.21625,40.09616,0.020709918643560418
9999,2008-02-03,07:53:56,116.21628,40.09627,0.023678992296689072
9999,2008-02-03,07:58:58,116.21625,40.09621,0.05197284037515397
9999,2008-02-03,08:04:00,116.21641,40.09614,0.017917996124192474
9999,2008-02-03,08:09:02,116.21636,40.09617,0.03028802484141115
9999,2008-02-03,08:14:04,116.21626,40.0962,0.015795480525202608
